,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,code,,,
910,4557970,Best practices in Python for handling external exceptions (do I use raise?),|python|robotics|,"<p>I'm writing a procedure in Python which at it's fundamental level communicates with a motor controller. It is possible for the controller to throw flags indicating that an error has occurred. I'm trying to figure how to best handle these errors.</p>

<p>In the example below, there are three possible errors, a temperature fault, a current limit fault and a voltage fault. I've handled them differently. Is there a correct way or is it subjective?</p>

<pre><code>class motor_fault(Exception):
    def __init__(self,error):
        motor.move_at = 0  #Stop motor
        self.error = error
    def __str__(self):
        return repr(self.value)

motor.velocity_limit = motor.slow
motor.velocity_limit_enable = True
try:
    motor.move_to_absolute = motor.instrument_pos
    while motor.in_position == 0:
        if motor.current_limit == 1:
            motor.move_at = 0 #Stop motor
            print('Motor current error')
            break
        if motor.temp_fault == 1: raise motor_fault('Temperature Fault')
        if motor.voltage_fault == 1: raise voltage_fault:
        time.sleep(0.5)
    else:
        print('reached desired instrument position with no faults')
except motor_temp_fault as e:
    #Not sure what I'd do here...
    print('My exception occurred, value:', e.error)
    pass
except:
    motor.move_at = 0 #Stop motor just in case
    print(' some other fault, probably voltage')
else:
    print (' this is only printed if there were no errors')
finally:
    print ('this is printed regardless of how the try exits')
</code></pre>

<p>It seems a lot simpler to drop the whole <code>try:</code>. Just set a flag in the while loop and break. After the loop, look at the flag and see if the while loop exited successfully.</p>

<pre><code>fault = False
while motor.in_position == 0:
    if motor.current_limit == 1:
        fault = 'Motor current error'
        break
    if motor.temp_fault == 1:
        fault = 'Motor temperature error'
        break
    if motor.voltage_fault == 1:
        fault = 'Motor voltage error'
        break
    time.sleep(0.5)
else:
    print('reached waterline with no faults')
if fault:
    motor.move_at = 0 #Stop motor
    print(fault)
    # Now look at the fault string to determine the next course of action.
</code></pre>

<p>But that somehow seems wrong or non-pythonic to use a term I don't really understand. Is there really anything wrong with this?
Thanks and please keep in mind I'm not CS major and I haven't taken a programming class since 1982.</p>
",12/29/2010 21:22,4558138,1387,4,4,2,0,141489,"Morehead City, NC",7/20/2009 15:56,110,4558046,"<p>I'd go for exceptions with many except clauses for all the different exceptions you would like to handle at this point as these cases seem to be exceptional/failure scenarios.</p>

<p>I would not use flags to represent these scenarios as it would add more fields to motor which dont seem to be useful/relevant outside of this use case.</p>

<p>As far as knowing if it is the 'correct' way to handle this well, if both solution works they are both correct!</p>

<p>Hope I was clear enough... ;-)</p>
",73729,0,0,5005961,"...The motor controller driver (written in Java) sends status updates via JSON-RPC back to my python program whenever any values change. As you might suspect, there's a separate thread which listens for these messages and updates the motor's attributes.

The code I'm writing is a port from a simple version of BASIC which ran on a micro-controller. The code needs to be simple enough that someone with a somewhat limited programming knowledge can modify the behavior if not the functionality.",bp,,,
535,2734897,C# Robotics / Hardware,|c#|robotics|,"<p>I'm aware of Phidgets, however, I'm looking for some other types of hardware that can be interfaced with C#.</p>

<p>Anyone got some good ones?</p>
",4/29/2010 5:08,2741125,3410,5,1,9,0,88770,"Portland, OR, USA",4/8/2009 19:22,317,2734931,"<p>Actually Lego Mindstorms kits are cheap and have a lot of different libraries to code in. 
<a href=""http://msdn.microsoft.com/robotics/"" rel=""nofollow noreferrer"">Microsoft Robotics</a> for example. More info can be pulled from <a href=""http://blogs.msdn.com/coding4fun/archive/2007/07/16/3902344.aspx"" rel=""nofollow noreferrer"">this article</a>. My experience with Lego Mindstorms was before the NXT versions and using C however it was a great and challenging time. I may even look into grabbing a kit now that this popped up..</p>
",36,2,0,2762956,There's excellent information about all types of physical computing (including robotics) at http://www.chiphacker.com.,hr,,,
805,4032394,What languages/internet protocols for controlling robots/electronics remotely?,|java|c++|c|programming-languages|robotics|,"<p>I wonder what languages are used in robots and electronics. Is it low level languages like Java, C, C++ etc?</p>

<p>And if these robots and electronics could be controlled from another place, what protocol is used?</p>

<p>It couldn't be HTTP Rest, could it? :)</p>
",10/27/2010 10:49,4032688,1005,8,2,2,,206446,,11/8/2009 22:19,2201,4032432,"<p>I recent made a simple remote controlled robot programmed in Java with the help of this book</p>

<p><a href=""http://www.google.co.uk/products/catalog?q=build+java+robots&amp;hl=en&amp;cid=346434932749925759&amp;ei=WATITISGE5_g2ASm_tilCQ&amp;sa=title&amp;ved=0CAcQ8wIwADgA#p"" rel=""nofollow"">http://www.google.co.uk/products/catalog?q=build+java+robots&amp;hl=en&amp;cid=346434932749925759&amp;ei=WATITISGE5_g2ASm_tilCQ&amp;sa=title&amp;ved=0CAcQ8wIwADgA#p</a></p>

<p>This book showed me how to talk to the robot using bluetooth.</p>

<p>I've also read that BASIC is a good language to get started with, when build your first robot.</p>
",393908,0,2,4326237,Java is not a low level language by any definition.,wireless,,,
592,3068658,What techniques exist for the software-driven locomotion of a bipedal robot?,|language-agnostic|machine-learning|robotics|robocup|,"<p>I'm programming a software agent to control a robot player in a simulated game of soccer.  Ultimately I hope to enter it in the RoboCup competition.</p>

<p>Amongst the various challenges involved in creating such an agent, the motion of it's body is one of the first I'm facing.   The simulation I'm targeting uses a Nao robot body with 22 hinge to control.  Six in each leg, four in each arm and two in the neck:</p>

<p><a href=""http://simspark.sourceforge.net/wiki/index.php/Soccer_Simulation"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/vXdAU.png"" width=""200"" /></a><br>
<sub>(source: <a href=""http://simspark.sourceforge.net/wiki/images/b/b4/Models_NaoVirtual.png"" rel=""nofollow noreferrer"">sourceforge.net</a>)</sub>  </p>

<p>I have an interest in machine learning and believe there must be some techniques available to control this guy.</p>

<p>At any point in time, it is known:</p>

<ul>
<li>The angle of all 22 hinges</li>
<li>The X,Y,Z output of an accelerometer located in the robot's chest</li>
<li>The X,Y,Z output of a gyroscope located in the robot's chest</li>
<li>The location of certain landmarks (corners, goals) via a camera in the robot's head</li>
<li>A vector for the force applied to the bottom of each foot, along with a vector giving the position of the force on the foot's sole</li>
</ul>

<p>The types of tasks I'd like to achieve are:</p>

<ul>
<li>Running in a straight line as fast as possible</li>
<li>Moving at a defined speed (that is, one function that handles fast and slow walking depending upon an additional input)</li>
<li>Walking backwards</li>
<li>Turning on the spot</li>
<li>Running along a simple curve</li>
<li>Stepping sideways</li>
<li>Jumping as high as possible and landing without falling over</li>
<li>Kicking a ball that's in front of your feet</li>
<li>Making 'subconscious' stabilising movements when subjected to unexpected forces (hit by ball or another player), ideally in tandem with one of the above</li>
</ul>

<p>For each of these tasks I believe I could come up with a suitable fitness function, but not a set of training inputs with expected outputs.  That is, any machine learning approach would need to offer <a href=""https://en.wikipedia.org/wiki/Unsupervised_learning"" rel=""nofollow noreferrer"">unsupervised learning</a>.</p>

<p>I've seen some examples in open-source projects of circular functions (sine waves) wired into each hinge's angle with differing amplitudes and phases.  These seem to walk in straight lines ok, but they all look a bit clunky.  It's not an approach that would work for all of the tasks I mention above though.</p>

<p>Some teams apparently use inverse kinematics, though I don't know much about that.</p>

<p>So, what approaches are there for robot biped locomotion/ambulation?</p>

<hr>

<p>As an aside, I wrote and published <a href=""https://code.google.com/archive/p/tin-man"" rel=""nofollow noreferrer"">a .NET library called TinMan</a> that provides basic interaction with the soccer simulation server.  It has a simple programming model for the sensors and actuators of the robot's 22 hinges.</p>

<p>You can read more about RoboCup's 3D Simulated Soccer League:</p>

<ul>
<li><a href=""http://en.wikipedia.org/wiki/RoboCup_3D_Soccer_Simulation_League"" rel=""nofollow noreferrer"">http://en.wikipedia.org/wiki/RoboCup_3D_Soccer_Simulation_League</a></li>
<li><a href=""http://simspark.sourceforge.net/wiki/index.php/Main_Page"" rel=""nofollow noreferrer"">http://simspark.sourceforge.net/wiki/index.php/Main_Page</a></li>
<li><a href=""http://code.google.com/p/tin-man/"" rel=""nofollow noreferrer"">http://code.google.com/p/tin-man/</a></li>
</ul>
",6/18/2010 9:54,,722,5,3,8,0,24874,"Melbourne, Australia",10/3/2008 15:02,15318,3069718,"<p>I was working on a project not that dissimilar from this (making a robotic tuna) and one of the methods we were exploring was using a <a href=""http://en.wikipedia.org/wiki/Genetic_algorithm"" rel=""nofollow noreferrer"">genetic algorithm</a> to tune the performance of an artificial <a href=""http://en.wikipedia.org/wiki/Central_pattern_generator"" rel=""nofollow noreferrer"">central pattern generator</a> (in our case the pattern was a number of sine waves operating on each joint of the tail).  It might be worth giving a shot, Genetic Algorithms are another one of those tools that can be incredibly powerful, if you are careful about selecting a fitness function. </p>
",369609,2,1,3210880,"@John - I just tried again.  Only two.  Maybe because I'm in Australia or because I don't generally use Bing and haven't configured it somehow...  Anyway, care to share some of the better links?",hc,,,START
462,2199696,How to avoid that the robot gets trapped in local minimum?,|robotics|a-star|motion-planning|,"<p>I have some time occupying myself with motion planning for robots, and have for some time wanted to explore the possibility of improving the opportunities as ""potential field"" method offers. My challenge is to avoid that the robot gets trapped in ""local minimum"" when using the ""potential field"" method. Instead of using a ""random walk"" approach to avoid that the robot gets trapped I have thought about whether it is possible to implement a variation of A* which could act as a sort of guide for precisely to avoid that the robot gets trapped in ""local minimum"".</p>

<p>Is there some of the experiences of this kind, or can refer to literature, which avoids local minimum in a more effective way than the one used in the ""random walk"" approach.</p>
",2/4/2010 12:43,,1605,2,0,5,0,163046,"Copenhagen, Denmark",8/25/2009 20:11,46,2202108,"<p>A* and potential fields are all search strategies. The problem you are experiencing is that some search strategies are more ""greedy"" than others, and more often than not, algorithms that are too greedy get trapped in local minimum.</p>

<p>There are some alternatives where the tension between greediness (the main cause of getting trapped on local minimum) and diversity (trying new alternatives that don't seem to be a good choice in the short term) are parameterized.</p>

<p>A few years ago I've researched a bit about ant algorithms (search for Marco Dorigo, ACS, ACO) and they have a family of search algorithms that can be applied to pretty much anything, and they can control the greediness vs. exploration of your search space. In one of their papers, they even compared the search performance solving the TSP (the canonical traveling salesman problem) using genetic algorithms, simulated annealing and others. Ant won.</p>

<p>I've solved the TSP in the past using genetic algorithms and I still have the source code in delphi if you like.</p>
",229081,5,1,,,mp,,,
954,4973854,C or C++ for a Robot?,|c++|c|robotics|,"<p>Greetings,</p>

<p>I am trying to decide between C and C++ for my robot. I am a 5+ year veteran of Visual Basic.NET, however I'm going with Linux (Ubuntu) on this robot, and there is a compatibility problem between Linux and the .NET Framework. I want to stick with whichever language I choose for all of my projects, so I want to make sure that I choose the most appropriate one for the task.
For reference, I will describe my current robot in progress and what I am going to do with it. I am in the process of building a full-sized R4 Astromech (yep, I'm one of those guys). I have incorporated a PC motherboard with an Intel Core 2 2.1 GHz processor, 1 GB RAM. I will be using a scratch-built parallel interface card to control the drive motors, head motor, as well as a secondary parallel interface card (going to a second parallel port) which all of the sensors (IR, Ultrasonic Ranging, Visual Recognition via webcam, etc.) will be going to. Commands will be given using speech recognition (currently have a VB.NET scratch-built recognition program that I will be adapting to the new language).
Given the specifications and desired goals listed above, would I be better off with C or C++? I greatly appreciate any suggestions that you might have.
Thanks!
Thaskalas</p>
",2/11/2011 20:45,,4910,7,6,17,0,613626,,2/11/2011 20:45,12,4973940,"<p>What do you mean by a compatibility problem? Have you looked at <a href=""http://en.wikipedia.org/wiki/Mono_%28software%29"" rel=""nofollow"">Mono</a>? It's an open-source implementation of the .NET libraries. It's geared toward C# not VB.NET but if you're more comfortable in a .NET environment use that. Speed isn't really an issue here as a Core2Duo is plenty fast for what you need to do.</p>

<p>If Mono won't work for you, I'd recommend C++. There are a lot more libraries out there for C++ (or at least, I am familiar with more, e.g. <a href=""http://www.boost.org/"" rel=""nofollow"">Boost</a>), which can use most C libraries too. There's no real speed penalty for using C++. While using C wouldn't be bad per-se, C++ has some benefits and no drawbacks, so it's probably the better choice.</p>
",185936,8,3,5552965,@Hellfrost What's your problem with VB.net? While I prefer C# that's just a stylistic choice.,lu,,,
1263,8091124,LeJOS NXT movement in centimeters,|java|robotics|lejos-nxj|,"<p>I just started learning LeJOS programming and have a small probelm. I understand that I can measure movement distance in seconds and degrees. Is it possible to measure distance in centimeters, for instance.
If yes, then how?</p>
",11/11/2011 7:55,,565,2,0,0,,,,,,8091204,"<p>I am assuming that your robot uses wheels to enable it to move. If you can obtain the amount of degrees that your wheel turns, you can use the <a href=""http://math.about.com/od/formulas/ss/surfaceareavol_9.htm"" rel=""nofollow"">Arc Length Formula</a> to obtain the linear distance that your wheel moved. </p>
",243943,2,0,,,distance,,,
1140,6007822,Finding path obstacles in a 2D image,|opencv|robotics|image-recognition|,"<p>what approach would you recommend for finding obstacles in a 2D image?</p>

<p>Here are some key points I came up with till now:</p>

<p>I doubt I can use object recognition based on ""database of obstacles"" search, since I don't know what might the obstruction look like.
I assume color recognition might be problematic if the path does not differ a lot from the object itself.</p>

<p>Possibly, adding one more camera and computing a 3D image (like a Kinect does) would work, but that would not run as smooth as I require.</p>

<p>To illustrate the problem; robot can ride either left or right side of the pavement. In the following picture, left side is the correct choice:
<img src=""https://i.stack.imgur.com/A95h0.jpg"" alt=""enter image description here""></p>
",5/15/2011 10:27,6027601,3043,1,4,3,0,326257,"Prague, Czech Republic",4/26/2010 18:39,1040,6027601,"<p>If you know what the path looks like, this is largely a <em>classification problem</em>. Acquire a bunch of images of path at different distances, illumination, etc. and manually label the ground in each image. Use this labeled data to train a classifier that classifies each pixel as either ""road"" or ""not road."" Depending upon the texture of the road, this could be as simple as classifying each pixels' RGB (or HSV) values or using OpenCv's built-in histogram back-projection (i.e. <code>cv::CalcBackProjectPatch()</code>).</p>

<p>I suggest beginning with manual thresholds, moving to histogram-based matching, and only using a full-fledged machine learning classifier (such as a Naive Bayes Classifier or a SVM) if the simpler techniques fail. Once the entire image is classified, all pixels that are identified as ""not road"" are obstacles. By classifying the <em>road instead of the obstacles</em>, we completely avoided building a ""database of objects"".</p>

<hr>

<p>Somewhat out of the scope of the question, the easiest solution is to add additional sensors (""throw more hardware at the problem!"") and directly measure the three-dimensional position of obstacles. In order of preference:</p>

<ol>
<li><strong>Microsoft Kinect</strong>: Cheap, easy, and effective. Due to ambient IR light, it only works indoors.</li>
<li><strong>Scanning Laser Rangefinder:</strong> Extremely accurate, easy to setup, and works outside. Also very expensive (~$1200-10,000 depending upon maximum range and sample rate).</li>
<li><strong>Stereo Camera:</strong> Not as good as a Kinect, but it works outside. If you cannot afford a pre-made stereo camera (~$1800), you can make a decent custom stereo camera using USB webcams.</li>
</ol>

<p>Note that professional stereo vision cameras can be <em>very fast</em> by using custom hardware (Stereo On-Chip, STOC). Software-based stereo is also reasonably fast (10-20 Hz) on a modern computer.</p>
",111426,2,1,6949549,"@Eric, thanks for your note. I think it's not necessary to get a Kinect-like setup but only to detect obstacles. Many cheap and simple robots do it using IR. Am I right?",obstacles,,,
1224,6793028,Can we control a robot using an Android phone?,|android|robot|,"<p>After stepping into the world of Android, I wondered if an Android phone can be used as a remote to control a basic pick and place robot . If just an SMS could be send to control the action of a robot like say ""pick object 1 at distance x"" would result in the bot performing the specified action.</p>

<p>Yes, It will involve Artificial Intelligence coupled with the basics of developing a robot but then I wanted to know whether it's possible to develop a machine like this ? If yes , how should one kickstart things ? Would Android ADK be helpful ?</p>

<p>Thanks  </p>
",7/22/2011 16:24,6793208,3497,8,0,3,,841915,"Ahmadabad, India",7/13/2011 3:22,1513,6793087,"<p>To be honest, I'd recommend knowing how to do it with a computer first. Once you know that, learn how to program Android (that's what we're here for) and get started. Hell, you could make an application to control it - that might be more impressive. </p>

<p>Edit: if you're controlling it via SMS, why are you limited to Android? All of the coding for that would be done on the side of the robot, and you'd have to assign a number for that. I'd recommend an application and communicate via WIFI or Bluetooth. </p>
",801858,1,3,,,wireless,,,
1267,8348698,Mindstorm NXT Programming Loop Exit Conditions,|robotics|nxt|lego-mindstorms|,"<p>I am developing a robot for an engineering class.  For the purposes of the class I am required to use the NXT programming language.  To move, the robot needs to follow a solid black line.  </p>

<p>If the robot looses the line, I have it scan to the left for 1 second, or until it reaches a black line.  If no line is found it scans to the right for 2 seconds so the initial position is reached then 1 more second or rotation is achieved.  </p>

<p>I have the loop set up so that if the line has not been found, the robot continues to move.  That runs for a full 1 second time period.  If the line is found, motion stops, but the full second still has to complete.  Ultimately that means that my program works perfectly, but is really really slow.  </p>

<p><strong>tl;dr Is there a way to make loops with two exit condition in the LEGO Mindstorm programming environment?  Either after 1 second has elapsed, or a sensor gets the desired input?</strong></p>
",12/1/2011 21:43,8563890,9956,3,1,3,,831913,United States,7/6/2011 15:32,495,8356106,"<p>What you could do is make the timeout shorter (100 ms for instance) and stop if the line is found OR the loop ran 10 times.</p>

<p>I am no mindstorms expert, but I expect it to have an OR function.</p>
",47860,0,1,10321868,Have I retagged it correctly?,line tracking,,,
1244,7541489,Obstacle avoidance using 2 fixed cameras on a robot,|graphics|opencv|computer-vision|robotics|,"<p>I will be start working on a robotics project which involves a mobile robot that has mounted 2 cameras (1.3 MP) fixed at a distance of 0.5m in between.I also have a few ultrasonic sensors, but they have only a 10 metter range and my enviroment is rather large (as an example, take a large warehouse with many pillars, boxes, walls .etc) .My main task is to identify obstacles and also find a roughly ""best"" route that the robot must take in order to navigate in a ""rough"" enviroment (the ground floor is not smooth at all). All the image processing is not made on the robot, but on a computer with NVIDIA GT425 2Gb Ram.   </p>

<p>My questions are :</p>

<ol>
<li><p>Should I mount the cameras on a rotative suport, so that they take pictures on a wider angle?</p></li>
<li><p>It is posible creating a reasonable 3D reconstruction based on only 2 views at such a small distance in between? If so, to what degree I can use this for obstacle avoidance and a best route construction?</p></li>
<li><p>If a roughly accurate 3D representation of the enviroment can be made, how can it be used as creating a map of the enviroment? (Consider the following example: the robot must sweep an fairly large area and it would be energy efficient if it would not go through the same place (or course) twice;however when a 3D reconstruction is made from one direction, how can it tell if it has already been there if it comes from the opposite direction  )</p></li>
</ol>

<p>I have found this <a href=""http://mkoval.org/downloads/projects/igvc/igvc_design.pdf"" rel=""nofollow"">response</a> on a similar question , but  I am still concerned with the accuracy of 3D reconstruction (for example a couple of boxes situated at 100m considering the small resolution and distance between the cameras).</p>

<p>I am just starting gathering information for this project, so if you haved worked on something similar please give me some guidelines (and some links:D) on how should I approach this specific task. </p>

<p>Thanks in advance,
Tamash</p>
",9/24/2011 19:50,,1824,2,2,5,0,920202,,8/30/2011 17:15,625,7572051,"<p>If you want to do obstacle avoidance, it is probably easiest to use the ultrasonic sensors. If the robot is moving at speeds suitable for a human environment then their range of 10m gives you ample time to stop the robot. Keep in mind that no system will guarantee that you don't accidentally hit something.</p>

<blockquote>
  <p>(2) It is posible creating a reasonable 3D reconstruction based on only 2 views at such a small distance in between? If so, to what degree I can use this for obstacle avoidance and a best route construction?</p>
</blockquote>

<p>Yes, this is possible. Have a look at ROS and their vSLAM. <a href=""http://www.ros.org/wiki/vslam"" rel=""nofollow"">http://www.ros.org/wiki/vslam</a> and <a href=""http://www.ros.org/wiki/slam_gmapping"" rel=""nofollow"">http://www.ros.org/wiki/slam_gmapping</a> would be two of many possible resources. </p>

<blockquote>
  <p>however when a 3D reconstruction is made from one direction, how can it tell if it has already been there if it comes from the opposite direction </p>
</blockquote>

<p>Well, you are trying to find your position given a measurement and a map. That should be possible, and it wouldn't matter from which direction the map was created. However, there is the loop closure problem. Because you are creating a 3D map at the same time as you are trying to find your way around, you don't know whether you are at a new place or at a place you have seen before. </p>

<p>CONCLUSION
This is a difficult task!</p>

<p>Actually, it's more than one. First you have simple obstacle avoidance (i.e. <code>Don't drive into things.</code>). Then you want to do simultaneous localisation and mapping (SLAM, read Wikipedia on that) and finally you want to do path planning (i.e. sweeping the floor without covering area twice).</p>

<p>I hope that helps?</p>
",461597,1,4,9180930,There's a reason DARPA has been doing grand challenges in this area.  It's not easy.,obstacles,camera,,
1146,6041316,iphone/ipad: create a remote control freature,|iphone|controller|robotics|,"<p>I am quite new to iOS development and just thought to take guidance from experts</p>

<p>Actually I have to do a project  in which I can use iPAd/iPhone to control some external device like camera movement or anything similar like that, some PIC programming or anything related to robotics, mechanics which can be controlled from iOS based device.</p>

<p>I am kind of lost goggling please guide me on this.</p>

<p>If you can help me  with these I can get some concrete redirections</p>

<p>1) Links to whitepapers / articles / blogs having relevant material</p>

<p>2) Links of third party libraries which can help me in this</p>

<p>3) Links of demo application which are already there</p>

<p>4) What stream should I focus on to get material regarding the same.</p>

<p>eg: something like survilance system</p>

<p>Thanks in advance</p>
",5/18/2011 7:33,6260588,654,1,3,1,,195504,India,10/23/2009 17:54,1161,6260588,"<p>So the practical ways to interface an iOS device to a robot are over WiFi, establishing either a UDP or TCP socket. Here are a few links:</p>

<p><a href=""http://www.iphonedevsdk.com/forum/iphone-sdk-development/2023-tcp-ip-udp-networking.html"" rel=""nofollow"">http://www.iphonedevsdk.com/forum/iphone-sdk-development/2023-tcp-ip-udp-networking.html</a>
http://www.youtube.com/watch?v=4XQeZE4nh6M
<a href=""http://www.youtube.com/watch?v=0ipAKzCwn4Y"" rel=""nofollow"">http://www.youtube.com/watch?v=0ipAKzCwn4Y</a></p>

<p>I would not recommend the Bluetooth path, as Apple considers bluetooth as an ""External Accessory"" and requires MFi certification (Made for iPhone)</p>
",229081,1,0,7303247,sure:http://www.youtube.com/watch?v=4XQeZE4nh6M,wireless,,,
