,questionId,questionTitle,Tags,questionBody,questionCreationDate,AcceptedAnswerId,questionViewCount,AnswerCount,CommentCount,questionScore,questionFavoriteCount,questionUserId,questionUserLocation,questionUserCreationDate,questionUserViews,answerId,answerBody,answerUserId,answerScore,answerCommentCount,commentId,commentText,code
4329,72335499,wrong result in cv2.CalibrateHandEye,|python|robotics|calibration|,"<p>I am trying to calibrate a hand-to-eye robotic arm and camera system. I am using the cv2.CalibrateHandEye function to calculate the transform matrix between robot base and camera. But I only get wrong results.</p>
<p>The camera is calibrated, and I use the cv2.SolvePnp function to get the translation and rotation vector of the marker from images that took by camera, and use cv2.Rodrigues to transform the rotation vector into the rotation matrix.</p>
<p>The rotation matrix of end is generated using tfs.euler.euler2mat according to the rotation of end effector.</p>
<p>I checked both matrices many times, I think they are correct, but the cv2.CalibrateHandeye function just keep out put answers that not even close the true value.</p>
<p>here is some of the code.</p>
<p>I recorded about 20 sets of images and end pose, code below is how I extract matrix from each of them</p>
<pre><code>(success, rvec, tvec) = cv2.solvePnP(np.array(point_3d), np.array(corners_2d), mtx, dist,flags=cv2.SOLVEPNP_ITERATIVE)
R_board_in_camera = cv2.Rodrigues(rvec)[0]
T_board_in_camera = tvec
H_board_in_camera = np.zeros((4, 4), np.float)
H_board_in_camera[:3, :3] = R_board_in_camera
H_board_in_camera[:3, 3] = np.array(T_board_in_camera).flatten()
H_board_in_camera[3, 3] = 1

R_hand_in_base = tfs.euler.euler2mat(math.radians(angle_x), math.radians(angle_y), math.radians(angle_z), axes='rxyz')
T_hand_in_base = np.array([x,y,z])  # calculated in advance

H_hand_in_base = np.zeros((4, 4), np.float)
H_hand_in_base[:3, :3] = R_hand_in_base
H_hand_in_base[:3, 3] = T_hand_in_base.flatten()
H_hand_in_base[3, 3] = 1

</code></pre>
<p>After I got all matrices, I use calibrate funcion</p>
<pre><code>n = len(Ts_hand_to_base)
R_base_to_hand = []
T_base_to_hand = []
R_board_to_camera = []
T_board_to_camera = []

for i in range(n):
    Ts_base_to_hand = np.linalg.inv(Ts_hand_to_base[i])
    R_base_to_hand.append(np.array(Ts_base_to_hand[:3, :3]))
    T_base_to_hand.append(np.array(Ts_base_to_hand[:3, 3]))
    R_board_to_camera.append(np.array(Ts_board_to_camera[i][0, :3]))
    T_board_to_camera.append(np.array(Ts_board_to_camera[i][:3, 3]))

R_camera_to_base, T_camera_to_base = cv2.calibrateHandEye(R_base_to_hand, T_base_to_hand, R_board_to_camera,T_board_to_camera, method=cv2.CALIB_HAND_EYE_DANIILIDIS)
</code></pre>
<p>here are some of the results i get.</p>
<pre><code># method = cv2.CALIB_HAND_EYE_HORAUD
H_camera_to_base:
 [[  1.    -0.01  -0.04  13.54]
 [  0.    -0.96   0.29 141.48]
 [ -0.04  -0.29  -0.96   0.  ]
 [  0.     0.     0.     1.  ]]

method = cv2.CALIB_HAND_EYE_HORAUD
 [[  -0.22   -0.98   -0.01  186.04]
 [  -0.95    0.21    0.23 -187.49]
 [  -0.22    0.05   -0.97  782.4 ]
 [   0.      0.      0.      1.  ]]

method = cv2.CALIB_HAND_EYE_TSAI
 [[ 0.51 -0.3   0.8  64.88]
 [-0.54  0.62  0.57 69.03]
 [-0.67 -0.72  0.15  0.  ]
 [ 0.    0.    0.    1.  ]]

method = CALIB_HAND_EYE_ANDREFF
error (-7:Iterations do not converge) Rotation normalization issue: determinant(R) is null in function 'normalizeRotation'

method = CALIB_HAND_EYE_PARK
 [[nan nan nan nan]
 [nan nan nan nan]
 [nan nan nan nan]
 [ 0.  0.  0.  1.]]
</code></pre>
",5/22/2022 7:07,,1128,0,0,0,,19167018,,5/21/2022 9:58,7,,,,,,,,vision
1215,6619222,A Question on Omnidirectional Control,|math|language-agnostic|vector|robotics|,"<p>I am reading the follwoing paper,</p>

<p><a href=""http://robocup.mi.fu-berlin.de/buch/omnidrive.pdf"" rel=""nofollow"">http://robocup.mi.fu-berlin.de/buch/omnidrive.pdf</a></p>

<p>On page ten it introduces a formula to generate movement for n omniwheels,</p>

<pre>
<code>
                   −sin θ1 cos θ1 1 
(v1, v2, v3, v4)=   −sin θ2 cos θ2 1   (vx, vy, Rω)
                    ................
                   −sin θn cos θn 1
</code>
</pre>

<p>From what I understand, you take the vector of where you want to go say x direction no rotation that would be [1 0 0] and multiply that with sin cos matrix then you get how much each particular motor should be powered to generate motion in that direction.</p>

<p>In order to double check the results I calculated for velecoties for [1 0 0], that gives me [a b c d] 4 motor speeds and I have 4 θs, when I add each wheels sin and cos components I think I shoudl get back to [1 0 0] but I actualy get back something like [2.5 0 0]. What I was wondering is did I forget some property about matrix multipication? or  Do I have flow in my logic?</p>
",7/8/2011 2:07,6619411,101,1,0,1,,89904,,4/12/2009 4:27,3143,6619411,"<p>No, there's nothing wrong. Consider the simplest possible case, where a robot has two wheels across from each other on a single axle. For the robot to move forward at speed <code>x</code>, both wheels should be turning at speed <code>x</code>, not <code>x/2</code>.</p>
",,2,0,,,wc
3873,63952955,how to setup robotdyn arduino mega+esp8266,|html|robotics|arduino-esp8266|,"<p>I am making a web server with a robotdyn arduino mega + esp8266  to control a few bo motors I flashed the firmware for the esp8266 I have 2 questions, 1: when I give AT commands through the serial monitor It doesn't respond also when I open the serial monitor its saying, &quot;error opening COM4, port busy&quot; how can I solve this? the second one is how can I embed the html code into the arduino code? by the way I didn't use any code for the AT commands. Can you also tell how I should orient the switches (they're only on the robotdyn arduino mega/uno + esp8266 model not on normal esp8266 chips)on the mega while talking the the mega?</p>
",9/18/2020 9:23,,103,0,5,0,,,,,,,,,,,113099806,there is no 'normal' firmware. https://blog.gabrielcsapo.com/arduino-web-server-mega-2560-r3-built-in-esp8266/,sc
2446,35468253,SVG - Export of Points / Coordinates in Python,|python|svg|coordinates|robotics|cnc|,"<p>I am developing a robotic controlled drawing system and currently are looking for some input regarding the extraction of plain coordinates out of exisitng SVG-files. My question is very similar to <a href=""https://stackoverflow.com/questions/31557673/python-get-coordinates-of-the-vector-path-from-svg-file"">this one</a>, which did not get much feedback so far.</p>

<p>-> Is there some simple/established/prebuild way to extract point-coordinates out of existing SVG files within python ?</p>

<p>From my (limited) understanding, existing SVG libraries for python like <a href=""https://pypi.python.org/pypi/svg.path"" rel=""nofollow noreferrer"">svg.path</a> and <a href=""https://pypi.python.org/pypi/pysvg/0.2.2"" rel=""nofollow noreferrer"">pysvg</a> do not seem to include a function for extracting all points out of an existing file (as they seem to be build more towards writing SVG rather than reading SVG..)</p>

<p>thanks for answers.</p>
",2/17/2016 21:35,,1693,0,3,1,0,5942645,,2/17/2016 21:01,13,,,,,,58632801,"SVG is XML, use an XML parser.",api
542,2764278,Potential field method : Real Robots,|robotics|,"<p>Potential field method is a very popular simulation for Robot Navigation. However, has anyone implemented Potential field method on real robots ? Any reference or any claim of using the method in real robots ?.</p>
",5/4/2010 9:53,2799660,3399,5,1,5,0,280945,"New Delhi, India",2/25/2010 5:52,524,2799660,"<p>I have done potential field based path planning before, but abandoned it in favour of more appropriate approaches to my problem. It works adequately for environments where you have accurate localization, and accurate sensor readings, but much less so in real world environments (its not a particulary great solution even in terms of speed and path quality, even in simulation). Considering that there are now a lot of good SLAM implementations available either free or low cost, I wouldnt bother reimplementing unless you have very specific problems with reuse. For MRDS (what i work in) there is Karto Robotics, ROS has a SLAM implementation, and there are several open-source implementations only a google search away.</p>

<p>If you want a good overview of different approaches to path planning, then you might want to grab a copy of ""introduction to Autonomous Mobile Robots"" by Segwart et al. Its a pretty good book, and the path planning section gives a nice overview of the different strategies around.</p>
",336871,5,3,2856533,"Guys, I am overjoyed at the response, thanks to everyone who replied.",fp
2403,33447171,Find pixel coordinates from real world using a Kinect,|matlab|computer-vision|kinect|robotics|,"<p>I am trying to do some basic level robotics with computer vision, and I have run into a problem with going from real world coordinates to pixels in order to read from the Kinect's depth map. I am doing this because I would like to be able to draw on a hand of non constant depth, which is located at a given x and y location in millimeters.</p>

<p>The problem I'm having is that the distance of the object from the camera needs to be known in order to convert between real world and pixels. How could I either find the depth at a location, or convert the depth map into metric coordinates instead of pixels?</p>
",10/31/2015 1:34,,415,0,2,0,,3764063,,6/22/2014 4:21,2,,,,,,54685938,"Thanks @ParagS.Chandakkar, I'll give it a shot.",vision
3272,54242283,How to program line following and vex claw bot to autonomously pick up pipe on RobotC?,|robot|robotc|,"<p>Our teacher gave us an assignment which is supposed to be self-taught via YouTube. I can't find a good tutorial, so can anyone explain to me how one would program a vex claw bot to move straight until it finds a line and begins to follow the line (line is black tape). Then we have a ultrasonic sensor which will detect pipes and cause the claw to pick up the pipes.</p>

<p><a href=""https://i.stack.imgur.com/EyH2e.png"" rel=""nofollow noreferrer"">Our claw bot looks like this</a></p>

<p>we have three sensors attached to the front</p>

<p><a href=""https://i.stack.imgur.com/ro9CQ.png"" rel=""nofollow noreferrer"">3 sensors attached like this</a></p>

<p>if any can help I will be really greatful, our teacher hasn't taught us anything.</p>
",1/17/2019 18:39,54242383,262,1,0,0,,9909400,,6/7/2018 14:11,4,54242383,"<p>This is a line following task. The approach should be that you move ahead, then use the IR sensors to detect if there is a black line (tape) detected due to the change in IR intensities and then start tracking that line with a normal line follower algorithm. </p>

<p>This link has a nice list of resources for line following tasks. <a href=""https://www.intorobotics.com/line-following-robot-tutorials-how-to-build-programming-code-and-resources/"" rel=""nofollow noreferrer"">https://www.intorobotics.com/line-following-robot-tutorials-how-to-build-programming-code-and-resources/</a> </p>
",4796617,0,0,,,line tracking
3889,64320886,Turtlebot rotates and sways like mad with Ros# on Unity3D,|unity-game-engine|ros|robotics|,"<p>I was trying to move Turtlebot in Unity3D following the tutorial: <a href=""https://github.com/siemens/ros-sharp/wiki/User_App_ROS_UnitySimulationExample"" rel=""nofollow noreferrer"">https://github.com/siemens/ros-sharp/wiki/User_App_ROS_UnitySimulationExample</a>.</p>
<p>All steps suggested by the tutorial and its video were done and double checked. The only difference was that I was running both ROS and Unity on a Linux device (Ubuntu 16.08). However, Unity could connect to localhost just fine and rviz could pick up the image published by Unity. So I do not think this should be the problem.</p>
<p>After launching the Ros node and starting simulation in Unity, the turtlebot just started to sway like a drunk:</p>
<p><a href=""https://i.stack.imgur.com/KxiCE.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/KxiCE.png"" alt=""enter image description here"" /></a></p>
<p>I feel like this might be an Unity issue. Does anyone had similar problems before? Any help is appreciated.</p>
",10/12/2020 15:34,,303,1,1,0,,14436770,,10/12/2020 15:17,3,67571987,"<p>Take a look at the following:
<a href=""https://github.com/siemens/ros-sharp/issues/333"" rel=""nofollow noreferrer"">https://github.com/siemens/ros-sharp/issues/333</a></p>
<p>As it states, if you Enable the &quot;IsKinetic&quot; option for your ROSConnector, turtlebot works as expected.</p>
",8259546,0,0,113777355,"Please [edit] to add meaningful code and a problem description here. Posting a [Minimal, Complete, Verifiable Example](https://stackoverflow.com/help/mcve) that demonstrates your problem would help you get better answers. Thanks!",fp
4497,75203121,drake bazel test failure in solvers:csdp_solver_test,|bazel|robotics|drake|,"<p>I followed these instrcutions:</p>
<pre><code>cd /path/to/drake
bazel build //...                 # Build the entire project.
bazel test //...                  # Build and test the entire project.
</code></pre>
<p>But, I got the following error:</p>
<pre><code>[----------] Global test environment tear-down
[==========] 31 tests from 17 test suites ran. (123 ms total)
[  PASSED  ] 30 tests.
[  FAILED  ] 1 test, listed below:
[  FAILED  ] TestSOS.MotzkinPolynomial

 1 FAILED TEST
================================================================================
INFO: Elapsed time: 1.431s, Critical Path: 0.32s
INFO: 3 processes: 1 internal, 1 linux-sandbox, 1 local.
INFO: Build completed, 1 test FAILED, 3 total actions
//solvers:csdp_solver_test                                               FAILED in 0.2s
  /home/aj/.cache/bazel/_bazel_aj/84dff73cad498d702e4464d2c661c905/execroot/drake/bazel-out/k8-opt/testlogs/solvers/csdp_solver_test/test.log

Executed 2 out of 6054 tests: 6053 tests pass and 1 fails locally.
INFO: Build completed, 1 test FAILED, 3 total actions
</code></pre>
<p>My OS is Ubuntu 20 and my complier is gcc 9.
Here is the <a href=""https://gist.github.com/ajaygunalan/caf0da28ee735b2047b41fea684f8fd1#file-test-log"" rel=""nofollow noreferrer"">link</a> to my test.log file.</p>
",1/22/2023 19:08,,41,1,1,0,,9976843,"Bengaluru, Karnataka, India",6/22/2018 6:56,1,75215499,"<p>It is solved by <code>sudo apt remove libatlas3-base</code></p>
<p>The detailed discussion is at this <a href=""https://github.com/RobotLocomotion/drake/issues/18635"" rel=""nofollow noreferrer"">link</a>.</p>
",9976843,0,0,132718780,"FYI for other readers, this question was also posted at https://github.com/RobotLocomotion/drake/issues/18635.  I'll reply there, instead of StackOverflow.",bf
4351,72839814,Using Each Thread As Separate Publisher in Ros2 Node,|c++|multithreading|ros|robotics|ros2|,"<p>I am trying to make a node with multiple publisher in it and each publisher will be work own separate thread.</p>
<p>When I try to basic idea implementation gives me this error;</p>
<pre><code>2022-07-02 13:14:16.757 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::GetParameters_Request_ -&gt; Function registerType 
2022-07-02 13:14:16.758 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::GetParameterTypes_Request_ -&gt; Function registerType 
2022-07-02 13:14:16.758 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::GetParameterTypes_Response_ -&gt; Function registerType 
2022-07-02 13:14:16.759 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::SetParameters_Request_ -&gt; Function registerType 2022-
07-02 13:14:16.759 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::SetParameters_Response_ -&gt; Function registerType 2022-
07-02 13:14:16.760 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::SetParametersAtomically_Request_ -&gt; Function registerType 
2022-07-02 13:14:16.762 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::ListParameters_Request_ -&gt; Function registerType 2022-
07-02 13:14:16.762 [PARTICIPANT Error] Type with the same name already exists:rcl_interfaces::srv::dds_::ListParameters_Response_ -&gt; Function registerType
</code></pre>
<p>My implementation;</p>
<p>Firstly making a basic Ros Node class to publishing data and then create 5 thread to make a publisher for each and their own stack. Using this Ros Node class. Then using rclcpp::spin(node) must be publish the data but it gives the above error.</p>
<pre><code>#include &quot;rclcpp/rclcpp.hpp&quot;
#include &quot;example_interfaces/msg/string.hpp&quot;
#include &lt;string&gt;
#include &lt;thread&gt;


class Publisher: public rclcpp::Node{

public:
    Publisher(std::string name, std::string _data) : Node(name), data(_data){
        publisher = this-&gt;create_publisher&lt;example_interfaces::msg::String&gt;(&quot;pub_topic&quot;, 10);
        timer = create_wall_timer(std::chrono::milliseconds(555), std::bind(&amp;Publisher::call_back, this));

    }

private:

    void call_back(){

        example_interfaces::msg::String msg;
        msg.data = data;
        publisher-&gt;publish(msg);
    }

    std::string data;
    std::shared_ptr&lt;rclcpp::Publisher&lt;example_interfaces::msg::String&gt;&gt; publisher;
    std::shared_ptr&lt;rclcpp::TimerBase&gt; timer; 
 };

void thread_main(std::string data){

    std::shared_ptr&lt;Publisher&gt; node = std::make_shared&lt;Publisher&gt;(data , data);
    rclcpp::spin(node);

}

int main(int argc, char* argv[]){

    rclcpp::init(argc, argv);

    std::vector&lt;std::string&gt; dataset{&quot;first&quot;, &quot;second&quot;, &quot;third&quot;, &quot;fourth&quot;, &quot;fifth&quot;};
    std::vector&lt;std::thread&gt; threads(5);

    for(size_t i=0; i&lt;dataset.size(); ++i){
        threads[i] = std::thread(thread_main, dataset.at(i));
    }

    for(int i=0; i&lt;10; ++i){
        threads[i].join();
    }

    rclcpp::shutdown();

    return 0;
 }
</code></pre>
",7/2/2022 14:27,,1390,0,0,0,,14595867,,11/7/2020 13:07,24,,,,,,,,multithreading
2449,35598327,Using UDP to control robot via python,|python|udp|raspberry-pi|robot|udpclient|,"<p>I'm working on a robot using a raspberrypi. I was looking for a library that could help me with the networking stuff, like packets &amp;co. 
So i'm using this code to select the commands I receive:</p>

<pre><code>def selectPacket(x):
    if x == '00': 
        return '00'
    elif x == ""01"":
        Date = datetime.now()
        return str(Date.microsecond)
    elif x == ""02"":
        return '98'
    elif x == ""03"":
        return '98'
    elif x == ""04"":
        return '98'
    elif x == ""05"":
        return '98'
    else: 
        return '99'
</code></pre>

<p>I'm sure that there is a lib to make quick servers and clients using python, I want to use UDP because the connection I will use will be very unstable, so tcp is out of question. </p>
",2/24/2016 9:36,,1086,1,0,2,0,3722254,,6/9/2014 12:01,43,35599384,"<p>Because controlling robot depends on complex parts such as how many legs they have, how many joints they have and so on, I think there is no library you want. And connection phase on python is too simple to make a library.</p>

<p>Here are simple UDP Client/Server code:</p>

<p>UDP Server</p>

<pre><code>import socket, traceback
s = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
s.setsockopt(socket.SOL_SOCKET, socket.SO_REUSEADDR, 1)
s.setsockopt(socket.SOL_SOCKET, socket.SO_BROADCAST, 1)
s.bind(('', 5000))

print ""Listening for broadcasts...""

while 1:
    try:
        message, address = s.recvfrom(8192)
        print ""Got message from %s: %s"" % (address, message)
        s.sendto(""Hello from server"", address)
        print ""Listening for broadcasts...""
    except (KeyboardInterrupt, SystemExit):
        raise
    except:
        traceback.print_exc()
</code></pre>

<p>UDP Client</p>

<pre><code>import socket, sys
dest = ('&lt;broadcast&gt;', 5000)

s = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)
s.setsockopt(socket.SOL_SOCKET, socket.SO_BROADCAST, 1)
s.sendto(""Hello from client"", dest)
print ""Listening for replies.""

while 1:
    (buf, address) = s.recvfrom(2048)
    if not len(buf):
        break
    print ""Received from %s: %s"" % (address, buf)
    s.sendto(""echo"", dest)
</code></pre>

<p>Also, if you have complex logic and need to separate into multiple parts that can be communication, control or I/O, refer Event-driven programming: <a href=""http://etutorials.org/Programming/Python+tutorial/Part+IV+Network+and+Web+Programming/Chapter+19.+Sockets+and+Server-Side+Network+Protocol+Modules/19.3+Event-Driven+Socket+Programs/"" rel=""nofollow"">http://etutorials.org/Programming/Python+tutorial/Part+IV+Network+and+Web+Programming/Chapter+19.+Sockets+and+Server-Side+Network+Protocol+Modules/19.3+Event-Driven+Socket+Programs/</a>)</p>
",5963434,0,1,,,internet
